table,variable,themes
female_respondent,YUSEIUD3,contraception_sexual
female_respondent,YUSEIUD4,contraception_sexual
female_respondent,YUSEIUD5,contraception_sexual
female_respondent,EKMETHOD,contraception_sexual
female_respondent,NUMPILLS,contraception_sexual
female_respondent,CURBCINS,demographics_social
female_respondent,NOUSEINS1,demographics_social
female_respondent,NOUSEINS2,demographics_social
female_respondent,MISSPILL,contraception_sexual
female_respondent,STEROP12,contraception_sexual
female_respondent,PARTUM12,partnership_marriage|fertility_services_art
female_respondent,IDCLINIC,fertility_services_art
female_respondent,AGEFPAP,demographics_social
female_respondent,AGEFPAP2,demographics_social
female_respondent,AGEFPEL,demographics_social
female_respondent,AGEPEL2,demographics_social
female_respondent,AGEFHPV,demographics_social
female_respondent,AGEFHPV2,demographics_social
female_respondent,ASKSMOKE,health_behavior
female_respondent,ASKPREG,pregnancy_fertility_history
female_respondent,RWANT,pregnancy_intention_outcome
female_respondent,PROBWANT,pregnancy_intention_outcome
female_respondent,PWANT,pregnancy_intention_outcome
female_respondent,INSEM12M,demographics_social
female_respondent,INSCOVPG,demographics_social
female_respondent,TRYLONG2,pregnancy_fertility_history
female_respondent,UNIT_TRYLONG2,pregnancy_fertility_history
female_respondent,DIABETES,health_behavior
female_respondent,GESTDIAB,pregnancy_intention_outcome|health_behavior
female_respondent,UFTREAT_1,fertility_services_art
female_respondent,UFTREAT_2,fertility_services_art
female_respondent,UFTREAT_3,fertility_services_art
female_respondent,UFTREAT_4,fertility_services_art
female_respondent,UFTREAT_5,fertility_services_art
female_respondent,UFTREAT_6,fertility_services_art
female_respondent,ENDOTREAT_1,fertility_services_art
female_respondent,ENDOTREAT_2,fertility_services_art
female_respondent,ENDOTREAT_3,fertility_services_art
female_respondent,ENDOTREAT_4,fertility_services_art
female_respondent,ENDOTREAT_5,fertility_services_art
female_respondent,ENDOTREAT_6,fertility_services_art
female_respondent,ENDOTREAT_7,fertility_services_art
female_respondent,ENDOTREAT_8,fertility_services_art
female_respondent,MENSEXP_1,contraception_sexual
female_respondent,MENSEXP_2,contraception_sexual
female_respondent,MENSEXP_3,contraception_sexual
female_respondent,MENSBCAGE,demographics_social
female_respondent,AGEPELPAIN,demographics_social
female_respondent,AGECANCER,demographics_social
female_respondent,AGEMAMMR,demographics_social
female_respondent,PREGHIV,pregnancy_fertility_history
female_respondent,PARINSUR,demographics_social
female_respondent,BMIcat,health_behavior
female_respondent,SMK100,health_behavior
female_respondent,AGESMK,demographics_social|health_behavior
female_respondent,SMOKE30,health_behavior
female_respondent,VAGSEX,contraception_sexual
female_respondent,AGEVAGR,demographics_social
female_respondent,J_HADSEX,contraception_sexual
female_respondent,TIMING,pregnancy_intention_outcome
female_respondent,ANALSEX,contraception_sexual
female_respondent,OPPSEXANY,contraception_sexual
female_respondent,OPPSEXGEN,contraception_sexual
female_respondent,CONDSEXL,contraception_sexual
female_respondent,BISEXPRT,contraception_sexual
female_respondent,FEMSEX,contraception_sexual
female_respondent,SAMESEXANY,contraception_sexual
female_respondent,SAMESEX1,contraception_sexual
female_respondent,FEMMARRN,partnership_marriage
female_respondent,GENWARTS,fertility_services_art
female_respondent,SEXABUSE,contraception_sexual
female_respondent,LIVDRUGS,health_behavior
female_respondent,RACEDESCRIM,demographics_social
female_respondent,AGER,demographics_social
female_respondent,FMARITAL,partnership_marriage
female_respondent,RMARITAL,partnership_marriage
female_respondent,HIEDUC,demographics_social
female_respondent,HIEDUC_I,demographics_social|imputation_flags
female_respondent,HISPANIC,demographics_social
female_respondent,HISPANIC_I,demographics_social|imputation_flags
female_respondent,HISPRACE2,demographics_social
female_respondent,HISPRACE2_I,demographics_social|imputation_flags
female_respondent,HHPARTYP,partnership_marriage|fertility_services_art
female_respondent,HHKIDTYP,pregnancy_fertility_history
female_respondent,INTCTFAM_I,imputation_flags
female_respondent,PARAGE14,demographics_social
female_respondent,PARAGE14_I,demographics_social|imputation_flags
female_respondent,EDUCMOM,demographics_social
female_respondent,EDUCMOM_I,demographics_social|imputation_flags
female_respondent,AGEMOMB1,demographics_social
female_respondent,AGEMOMB1_I,demographics_social|imputation_flags
female_respondent,PREGNUM,pregnancy_fertility_history
female_respondent,PREGNUM_I,pregnancy_fertility_history|imputation_flags
female_respondent,COMPREG,pregnancy_fertility_history
female_respondent,LBPREGS,pregnancy_fertility_history
female_respondent,PARITY,pregnancy_fertility_history
female_respondent,BIRTHS5,pregnancy_fertility_history
female_respondent,AGEPRG1,demographics_social
female_respondent,AGEPRG2,demographics_social
female_respondent,AGEPRG3,demographics_social
female_respondent,AGEPRG4,demographics_social
female_respondent,AGEPRG5,demographics_social
female_respondent,AGEPRG6,demographics_social
female_respondent,AGEPRG7,demographics_social
female_respondent,AGEPRG8,demographics_social
female_respondent,AGEPRG9,demographics_social
female_respondent,AGEPRG10,demographics_social
female_respondent,AGEPRG11,demographics_social
female_respondent,AGEPRG12,demographics_social
female_respondent,AGEPRG13,demographics_social
female_respondent,AGEPRG14,demographics_social
female_respondent,AGEPRG15,demographics_social
female_respondent,AGEPRG16,demographics_social
female_respondent,AGECON1,demographics_social
female_respondent,AGECON2,demographics_social
female_respondent,AGECON3,demographics_social
female_respondent,AGECON4,demographics_social
female_respondent,AGECON5,demographics_social
female_respondent,AGECON6,demographics_social
female_respondent,AGECON7,demographics_social
female_respondent,AGECON8,demographics_social
female_respondent,AGECON9,demographics_social
female_respondent,AGECON10,demographics_social
female_respondent,AGECON11,demographics_social
female_respondent,AGECON12,demographics_social
female_respondent,AGECON13,demographics_social
female_respondent,AGECON14,demographics_social
female_respondent,AGECON15,demographics_social
female_respondent,AGECON16,demographics_social
female_respondent,agebaby1,demographics_social
female_respondent,FMARNO,partnership_marriage
female_respondent,CSPBIOKD_I,imputation_flags
female_respondent,MARDAT01,partnership_marriage
female_respondent,MARDAT01_I,partnership_marriage|imputation_flags
female_respondent,MARDAT02,partnership_marriage
female_respondent,MARDAT02_I,partnership_marriage|imputation_flags
female_respondent,MAREND01,partnership_marriage
female_respondent,MAREND01_I,partnership_marriage|imputation_flags
female_respondent,MAREND02,partnership_marriage
female_respondent,MAREND02_I,partnership_marriage|imputation_flags
female_respondent,MARDIS01,partnership_marriage
female_respondent,MARDIS01_I,partnership_marriage|imputation_flags
female_respondent,MARDIS02,partnership_marriage
female_respondent,MARDIS02_I,partnership_marriage|imputation_flags
female_respondent,FMAR1AGE,demographics_social|partnership_marriage
female_respondent,FMAR1AGE_I,demographics_social|partnership_marriage|imputation_flags
female_respondent,fmar2age,demographics_social|partnership_marriage
female_respondent,AGEDISS1,demographics_social
female_respondent,AGEDISS1_I,demographics_social|imputation_flags
female_respondent,AGEDD1,demographics_social
female_respondent,AGEDD1_I,demographics_social|imputation_flags
female_respondent,mar1diss,partnership_marriage
female_respondent,mar1bir1,partnership_marriage
female_respondent,mar1con1,partnership_marriage
female_respondent,con1mar1,partnership_marriage
female_respondent,b1premar,partnership_marriage
female_respondent,COHAB1,partnership_marriage
female_respondent,COHAB1_I,partnership_marriage|imputation_flags
female_respondent,COHSTAT_I,imputation_flags
female_respondent,COH1DUR_I,imputation_flags
female_respondent,HADSEX,contraception_sexual
female_respondent,SEXONCE,contraception_sexual
female_respondent,SEXONCE_I,contraception_sexual|imputation_flags
female_respondent,VRY1STSX_I,imputation_flags
female_respondent,sexmar,partnership_marriage|contraception_sexual
female_respondent,sexunion,contraception_sexual
female_respondent,FPDUR_I,imputation_flags
female_respondent,LSEXDATE,contraception_sexual
female_respondent,LSEXDATE_I,contraception_sexual|imputation_flags
female_respondent,lsexrage,demographics_social|contraception_sexual
female_respondent,lsexpreg,pregnancy_fertility_history|contraception_sexual
female_respondent,sex3mo,contraception_sexual
female_respondent,PARTS1YR,partnership_marriage|fertility_services_art
female_respondent,PARTS1YR_I,partnership_marriage|fertility_services_art|imputation_flags
female_respondent,PARTDUR1,partnership_marriage|fertility_services_art
female_respondent,PARTDUR2,partnership_marriage|fertility_services_art
female_respondent,PARTDUR3,partnership_marriage|fertility_services_art
female_respondent,PARTDUR1_I,partnership_marriage|fertility_services_art|imputation_flags
female_respondent,PARTDUR2_I,partnership_marriage|fertility_services_art|imputation_flags
female_respondent,PARTDUR3_I,partnership_marriage|fertility_services_art|imputation_flags
female_respondent,RELATP1,partnership_marriage
female_respondent,RELATP2,partnership_marriage
female_respondent,RELATP3,partnership_marriage
female_respondent,RELATP1_I,partnership_marriage|imputation_flags
female_respondent,RELATP2_I,partnership_marriage|imputation_flags
female_respondent,RELATP3_I,partnership_marriage|imputation_flags
female_respondent,LIFPRTNR_I,imputation_flags
female_respondent,NUMP3MOS_I,imputation_flags
female_respondent,ANYMTHD_I,imputation_flags
female_respondent,FECUND,pregnancy_fertility_history
female_respondent,FECUND_I,pregnancy_fertility_history|imputation_flags
female_respondent,NOSEX36,contraception_sexual
female_respondent,NOSEX12,contraception_sexual
female_respondent,NOSEX12_I,contraception_sexual|imputation_flags
female_respondent,INFERT,pregnancy_fertility_history|fertility_services_art
female_respondent,INFERT_I,pregnancy_fertility_history|fertility_services_art|imputation_flags
female_respondent,SEXP3MO,contraception_sexual
female_respondent,SEXP3MO_I,contraception_sexual|imputation_flags
female_respondent,CONSTAT1,contraception_sexual
female_respondent,CONSTAT2,contraception_sexual
female_respondent,CONSTAT3,contraception_sexual
female_respondent,CONSTAT4,contraception_sexual
female_respondent,CONSTAT1_I,contraception_sexual|imputation_flags
female_respondent,CONSTAT2_I,contraception_sexual|imputation_flags
female_respondent,CONSTAT3_I,contraception_sexual|imputation_flags
female_respondent,CONSTAT4_I,contraception_sexual|imputation_flags
female_respondent,SEX1MTHD1,contraception_sexual
female_respondent,SEX1MTHD2,contraception_sexual
female_respondent,SEX1MTHD3,contraception_sexual
female_respondent,SEX1MTHD4,contraception_sexual
female_respondent,SEX1MTHD1_I,contraception_sexual|imputation_flags
female_respondent,SEX1MTHD2_I,contraception_sexual|imputation_flags
female_respondent,SEX1MTHD3_I,contraception_sexual|imputation_flags
female_respondent,SEX1MTHD4_I,contraception_sexual|imputation_flags
female_respondent,METH12M1,contraception_sexual
female_respondent,METH12M2,contraception_sexual
female_respondent,METH12M3,contraception_sexual
female_respondent,METH12M4,contraception_sexual
female_respondent,METH12M1_I,contraception_sexual|imputation_flags
female_respondent,METH12M2_I,contraception_sexual|imputation_flags
female_respondent,METH12M3_I,contraception_sexual|imputation_flags
female_respondent,METH12M4_I,contraception_sexual|imputation_flags
female_respondent,METH3M1,contraception_sexual
female_respondent,METH3M2,contraception_sexual
female_respondent,METH3M3,contraception_sexual
female_respondent,METH3M4,contraception_sexual
female_respondent,METH3M1_I,contraception_sexual|imputation_flags
female_respondent,METH3M2_I,contraception_sexual|imputation_flags
female_respondent,METH3M3_I,contraception_sexual|imputation_flags
female_respondent,METH3M4_I,contraception_sexual|imputation_flags
female_respondent,DATEUSE1_I,imputation_flags
female_respondent,MAROUT1,partnership_marriage
female_respondent,MAROUT2,partnership_marriage
female_respondent,MAROUT3,partnership_marriage
female_respondent,MAROUT4,partnership_marriage
female_respondent,MAROUT5,partnership_marriage
female_respondent,MAROUT6,partnership_marriage
female_respondent,MAROUT7,partnership_marriage
female_respondent,MAROUT8,partnership_marriage
female_respondent,MAROUT9,partnership_marriage
female_respondent,MAROUT10,partnership_marriage
female_respondent,MAROUT11,partnership_marriage
female_respondent,MAROUT12,partnership_marriage
female_respondent,MAROUT13,partnership_marriage
female_respondent,MAROUT14,partnership_marriage
female_respondent,MAROUT15,partnership_marriage
female_respondent,MAROUT16,partnership_marriage
female_respondent,MARCON1,partnership_marriage
female_respondent,MARCON2,partnership_marriage
female_respondent,MARCON3,partnership_marriage
female_respondent,MARCON4,partnership_marriage
female_respondent,MARCON5,partnership_marriage
female_respondent,MARCON6,partnership_marriage
female_respondent,MARCON7,partnership_marriage
female_respondent,MARCON8,partnership_marriage
female_respondent,MARCON9,partnership_marriage
female_respondent,MARCON10,partnership_marriage
female_respondent,MARCON11,partnership_marriage
female_respondent,MARCON12,partnership_marriage
female_respondent,MARCON13,partnership_marriage
female_respondent,MARCON14,partnership_marriage
female_respondent,MARCON15,partnership_marriage
female_respondent,MARCON16,partnership_marriage
female_respondent,NWWANTRP1,pregnancy_intention_outcome
female_respondent,NWWANTRP2,pregnancy_intention_outcome
female_respondent,NWWANTRP3,pregnancy_intention_outcome
female_respondent,NWWANTRP4,pregnancy_intention_outcome
female_respondent,NWWANTRP5,pregnancy_intention_outcome
female_respondent,NWWANTRP6,pregnancy_intention_outcome
female_respondent,NWWANTRP7,pregnancy_intention_outcome
female_respondent,NWWANTRP8,pregnancy_intention_outcome
female_respondent,NWWANTRP9,pregnancy_intention_outcome
female_respondent,NWWANTRP10,pregnancy_intention_outcome
female_respondent,NWWANTRP11,pregnancy_intention_outcome
female_respondent,NWWANTRP12,pregnancy_intention_outcome
female_respondent,NWWANTRP13,pregnancy_intention_outcome
female_respondent,NWWANTRP14,pregnancy_intention_outcome
female_respondent,NWWANTRP15,pregnancy_intention_outcome
female_respondent,NWWANTRP16,pregnancy_intention_outcome
female_respondent,WANTRP1,pregnancy_intention_outcome
female_respondent,WANTRP2,pregnancy_intention_outcome
female_respondent,WANTRP3,pregnancy_intention_outcome
female_respondent,WANTRP4,pregnancy_intention_outcome
female_respondent,WANTRP5,pregnancy_intention_outcome
female_respondent,WANTRP6,pregnancy_intention_outcome
female_respondent,WANTRP7,pregnancy_intention_outcome
female_respondent,WANTRP8,pregnancy_intention_outcome
female_respondent,WANTRP9,pregnancy_intention_outcome
female_respondent,WANTRP10,pregnancy_intention_outcome
female_respondent,WANTRP11,pregnancy_intention_outcome
female_respondent,WANTRP12,pregnancy_intention_outcome
female_respondent,WANTRP13,pregnancy_intention_outcome
female_respondent,WANTRP14,pregnancy_intention_outcome
female_respondent,WANTRP15,pregnancy_intention_outcome
female_respondent,WANTRP16,pregnancy_intention_outcome
female_respondent,WANTP1,pregnancy_intention_outcome
female_respondent,WANTP2,pregnancy_intention_outcome
female_respondent,WANTP3,pregnancy_intention_outcome
female_respondent,WANTP4,pregnancy_intention_outcome
female_respondent,WANTP5,pregnancy_intention_outcome
female_respondent,WANTP6,pregnancy_intention_outcome
female_respondent,WANTP7,pregnancy_intention_outcome
female_respondent,WANTP8,pregnancy_intention_outcome
female_respondent,WANTP9,pregnancy_intention_outcome
female_respondent,WANTP10,pregnancy_intention_outcome
female_respondent,WANTP11,pregnancy_intention_outcome
female_respondent,WANTP12,pregnancy_intention_outcome
female_respondent,WANTP13,pregnancy_intention_outcome
female_respondent,WANTP14,pregnancy_intention_outcome
female_respondent,WANTP15,pregnancy_intention_outcome
female_respondent,WANTP16,pregnancy_intention_outcome
female_respondent,FPTITBC_I,imputation_flags
female_respondent,FPTITCHK_I,imputation_flags
female_respondent,FPTITCBC_I,imputation_flags
female_respondent,FPTITSTE_I,imputation_flags
female_respondent,FPTITCST_I,imputation_flags
female_respondent,FPTITEC_I,imputation_flags
female_respondent,FPTITCEC_I,imputation_flags
female_respondent,FPTITPRE_I,imputation_flags
female_respondent,FPTITPAP_I,imputation_flags
female_respondent,FPTITPEL_I,imputation_flags
female_respondent,FPTITPRN_I,imputation_flags
female_respondent,FPTITPPR_I,imputation_flags
female_respondent,FPTITSTD_I,imputation_flags
female_respondent,ADDEXP_I,imputation_flags
female_respondent,FPTITHIV_I,imputation_flags
female_respondent,CURR_INS,demographics_social
female_respondent,CURR_INS_I,demographics_social|imputation_flags
female_respondent,RELIGION,demographics_social
female_respondent,RELIGION_I,demographics_social|imputation_flags
female_respondent,LABORFOR,demographics_social
female_respondent,LABORFOR_I,demographics_social|imputation_flags
female_respondent,TOTINCR_I,imputation_flags
female_respondent,POVERTY,demographics_social
female_respondent,POVERTY_I,demographics_social|imputation_flags
female_respondent,METRO,demographics_social
female_respondent,WGT2022_2023,identity_design_weight
female_respondent,VEST,identity_design_weight
female_respondent,VECL,identity_design_weight
female_respondent,QUARTER,fertility_services_art
female_pregnancy,CaseID,identity_design_weight
female_pregnancy,PREGORDR,pregnancy_fertility_history
female_pregnancy,BORNALIV,pregnancy_intention_outcome
female_pregnancy,BABYSEX,contraception_sexual
female_pregnancy,BIRTHWGT,pregnancy_fertility_history|pregnancy_intention_outcome
female_pregnancy,PAYBIRTH1,pregnancy_fertility_history
female_pregnancy,PAYBIRTH2,pregnancy_fertility_history
female_pregnancy,PAYBIRTH3,pregnancy_fertility_history
female_pregnancy,AGEFATHER,demographics_social
female_pregnancy,KNEWPREG,pregnancy_fertility_history
female_pregnancy,PRIORSMK,health_behavior
female_pregnancy,POSTSMKS,health_behavior
female_pregnancy,KIDAGE,demographics_social|pregnancy_fertility_history
female_pregnancy,RECPREG5YR,pregnancy_fertility_history
female_pregnancy,RECPREG3YR,pregnancy_fertility_history
female_pregnancy,WHATMETH1,contraception_sexual
female_pregnancy,WHATMETH2,contraception_sexual
female_pregnancy,WHATMETH3,contraception_sexual
female_pregnancy,WHATMETH4,contraception_sexual
female_pregnancy,WANTBOLD,pregnancy_intention_outcome
female_pregnancy,TIMINGOK,pregnancy_intention_outcome
female_pregnancy,TOOSOON_N,pregnancy_intention_outcome
female_pregnancy,TOOSOON_P,pregnancy_intention_outcome
female_pregnancy,LATERNUM,pregnancy_intention_outcome
female_pregnancy,LATERMY,pregnancy_intention_outcome
female_pregnancy,WTHPART1,partnership_marriage|fertility_services_art
female_pregnancy,WTHPART2,partnership_marriage|fertility_services_art
female_pregnancy,TRYSCALE,pregnancy_fertility_history
female_pregnancy,WANTSCAL,pregnancy_intention_outcome
female_pregnancy,OUTCOME,pregnancy_intention_outcome
female_pregnancy,BIRTHORD,pregnancy_fertility_history
female_pregnancy,agepreg,demographics_social|pregnancy_fertility_history
female_pregnancy,GEST_LB,pregnancy_intention_outcome
female_pregnancy,GEST_OTHR,pregnancy_intention_outcome
female_pregnancy,GestImp,pregnancy_intention_outcome
female_pregnancy,agecon,demographics_social
female_pregnancy,pmarpreg,partnership_marriage|pregnancy_fertility_history
female_pregnancy,RMAROUT3,partnership_marriage
female_pregnancy,RMARCON3,partnership_marriage
female_pregnancy,NEWWANTR,pregnancy_intention_outcome
female_pregnancy,wantresp,pregnancy_intention_outcome
female_pregnancy,WANTPART,partnership_marriage|fertility_services_art|pregnancy_intention_outcome
female_pregnancy,AGER,demographics_social
female_pregnancy,AGESCRN,demographics_social
female_pregnancy,FMARITAL,partnership_marriage
female_pregnancy,RMARITAL,partnership_marriage
female_pregnancy,HIEDUC,demographics_social
female_pregnancy,HISPANIC,demographics_social
female_pregnancy,HISPRACE2,demographics_social
female_pregnancy,PREGNUM,pregnancy_fertility_history
female_pregnancy,PARITY,pregnancy_fertility_history
female_pregnancy,CURR_INS,demographics_social
female_pregnancy,POVERTY,demographics_social
female_pregnancy,LABORFOR,demographics_social
female_pregnancy,RELIGION,demographics_social
female_pregnancy,METRO,demographics_social
female_pregnancy,OUTCOME_I,pregnancy_intention_outcome|imputation_flags
female_pregnancy,DATEND_I,imputation_flags
female_pregnancy,PRGLNGTH_I,imputation_flags
female_pregnancy,DATECON_I,imputation_flags
female_pregnancy,BFEEDWKS_I,imputation_flags
female_pregnancy,RMAROUT3_I,partnership_marriage|imputation_flags
female_pregnancy,RMARCON3_I,partnership_marriage|imputation_flags
female_pregnancy,NEWWANTR_I,pregnancy_intention_outcome|imputation_flags
female_pregnancy,WANTPART_I,partnership_marriage|fertility_services_art|pregnancy_intention_outcome|imputation_flags
female_pregnancy,HIEDUC_I,demographics_social|imputation_flags
female_pregnancy,HISPANIC_I,demographics_social|imputation_flags
female_pregnancy,HISPRACE2_I,demographics_social|imputation_flags
female_pregnancy,PREGNUM_I,pregnancy_fertility_history|imputation_flags
female_pregnancy,CURR_INS_I,demographics_social|imputation_flags
female_pregnancy,POVERTY_I,demographics_social|imputation_flags
female_pregnancy,LABORFOR_I,demographics_social|imputation_flags
female_pregnancy,RELIGION_I,demographics_social|imputation_flags
female_pregnancy,WGT2022_2023,identity_design_weight
female_pregnancy,VEST,identity_design_weight
female_pregnancy,VECL,identity_design_weight
female_pregnancy,QUARTER,fertility_services_art
